host_id,region,disk_usage,network_errors,uptime_hours,log_time
SRV_938,Hyderabad,73.75,1.0,1304,2026-05-26 23:58:00
SRV_939,Bangalore,30.88,1.0,1736,2026-05-26 23:59:00
SRV_940,Delhi,74.16,,1454,INVALID_DATE
SRV_941,Bangalore,42.26,,811,2026-05-27 00:01:00
SRV_942,Chennai,26.08,2.0,1713,2026-05-27 00:02:00
SRV_943,Bangalore,56.56,,1229,2026-05-27 00:03:00
SRV_944,Mumbai,84.12,,1426,2026-05-25 10:00:00
SRV_945,Delhi,91.3,4.0,879,2026-05-27 00:05:00
SRV_946,Hyderabad,-10.0,,1492,2026-05-27 00:06:00
SRV_947,Mumbai,61.02,,1595,2026-05-27 00:07:00
SRV_948,Chennai,57.63,3.0,782,2026-05-27 00:08:00
SRV_949,Mumbai,97.15,5.0,1147,2026-05-27 00:09:00
SRV_950,Bangalore,44.77,,1555,2026-05-27 00:10:00
SRV_951,Bangalore,-10.0,5.0,1791,2026-05-27 00:11:00
SRV_952,Pune,90.09,,856,2026-05-23 10:00:00
SRV_953,Mumbai,79.45,,845,2026-05-27 00:13:00
SRV_954,Chennai,70.47,0.0,317,2026-05-27 00:14:00
SRV_955,Delhi,150.0,,914,2026-05-27 00:15:00
SRV_956,Hyderabad,50.29,,1671,2026-05-27 00:16:00
SRV_957,Pune,40.27,,1807,2026-05-27 00:17:00
SRV_958,Mumbai,41.82,,1328,2026-05-27 00:18:00
SRV_959,Delhi,150.0,,405,2026-05-27 00:19:00
SRV_960,Chennai,88.64,10.0,1532,2026-05-27 00:20:00
SRV_961,Mumbai,49.26,8.0,1931,2026-05-21 10:00:00
SRV_962,Chennai,68.99,,1841,2026-05-27 00:22:00
SRV_963,Delhi,95.65,6.0,418,2026-05-27 00:23:00
SRV_964,Delhi,43.81,,130,2026-05-27 00:24:00
SRV_965,Hyderabad,-10.0,,237,2026-05-27 00:25:00
SRV_966,Chennai,73.05,,126,2026-05-27 00:26:00
SRV_967,Bangalore,35.93,0.0,1201,2026-05-27 00:27:00
SRV_968,Mumbai,59.91,8.0,506,2026-05-27 00:28:00
SRV_969,Chennai,50.21,,665,2026-05-27 00:29:00
SRV_970,Hyderabad,56.68,3.0,1383,2026-05-27 00:30:00
SRV_971,Hyderabad,44.79,3.0,1248,2026-05-27 00:31:00
SRV_972,Mumbai,40.31,,383,2026-05-27 00:32:00
SRV_973,Chennai,34.21,,1565,2026-05-25 10:00:00
SRV_974,Mumbai,32.41,,1776,2026-05-27 00:34:00
SRV_975,Pune,73.06,,296,2026-05-27 00:35:00
SRV_976,Pune,33.65,,1321,2026-05-27 00:36:00
SRV_977,Bangalore,47.13,0.0,149,2026-05-27 00:37:00
SRV_978,Chennai,56.5,,1422,2026-05-27 00:38:00
SRV_979,Chennai,45.46,8.0,556,2026-05-27 00:39:00
SRV_980,Delhi,84.15,3.0,836,2026-05-27 00:40:00
SRV_981,Pune,44.75,,1063,2026-05-27 00:41:00
SRV_982,Bangalore,91.43,5.0,817,2026-05-27 00:42:00
SRV_983,Bangalore,76.2,,1361,2026-05-27 00:43:00
SRV_984,Mumbai,66.53,5.0,608,2026-05-27 00:44:00
SRV_985,Mumbai,101.0,1.0,1291,2026-05-27 00:45:00
SRV_986,Mumbai,34.22,4.0,1150,2026-05-27 00:46:00
SRV_987,Mumbai,26.59,1.0,52,2026-05-27 00:47:00
SRV_988,Mumbai,94.35,1.0,62,2026-05-27 00:48:00
SRV_989,Delhi,46.89,2.0,1999,2026-05-27 00:49:00
SRV_990,Bangalore,57.4,0.0,1252,2026-05-27 00:50:00
SRV_991,Chennai,83.76,,349,2026-05-27 00:51:00
SRV_992,Mumbai,94.84,1.0,1411,2026-05-27 00:52:00
SRV_993,Mumbai,,8.0,1434,2026-05-27 00:53:00
SRV_994,Bangalore,39.6,,105,2026-05-27 00:54:00
SRV_995,Hyderabad,25.27,,1108,2026-05-27 00:55:00
SRV_996,Chennai,47.6,,1883,2026-05-27 00:56:00
SRV_997,Bangalore,52.62,7.0,1048,2026-05-27 00:57:00
SRV_998,Delhi,72.71,,824,2026-05-27 00:58:00
SRV_999,Hyderabad,45.46,,1593,2026-05-27 00:59:00
SRV_1000,Delhi,31.88,,1442,2026-05-27 01:00:00
SRV_1001,Delhi,90.91,0.0,1578,2026-05-27 01:01:00
SRV_1002,Bangalore,65.44,7.0,1962,2026-05-27 01:02:00
SRV_1003,Delhi,78.08,1.0,1720,2026-05-27 01:03:00
SRV_1004,Chennai,28.62,,604,2026-05-27 01:04:00
SRV_1005,Bangalore,89.87,7.0,81,2026-05-27 01:05:00
SRV_1006,Mumbai,79.07,,812,2026-05-27 01:06:00
SRV_1007,Mumbai,88.53,6.0,1961,2026-05-27 01:07:00
SRV_1008,Delhi,78.16,6.0,901,2026-05-27 01:08:00
SRV_1009,Chennai,27.97,,684,2026-05-27 01:09:00
SRV_1010,Pune,64.53,2.0,993,2026-05-27 01:10:00
SRV_1011,Bangalore,,1.0,1560,2026-05-27 01:11:00
SRV_1012,Delhi,32.67,,1967,2026-05-27 01:12:00
SRV_1013,Pune,78.82,8.0,453,INVALID_DATE
SRV_1014,Hyderabad,-10.0,1.0,688,2026-05-27 01:14:00
SRV_1015,Chennai,,2.0,1864,2026-05-27 01:15:00
SRV_1016,Mumbai,95.58,,1495,2026-05-27 01:16:00
SRV_1017,Bangalore,91.27,3.0,1889,2026-05-27 01:17:00
SRV_1018,Chennai,38.55,8.0,1368,2026-05-27 01:18:00
SRV_1019,Mumbai,33.57,8.0,1237,INVALID_DATE
SRV_1020,Delhi,39.65,9.0,1004,2026-05-27 01:20:00
SRV_1021,Chennai,34.82,,194,2026-05-27 01:21:00
SRV_1022,Mumbai,79.32,9.0,1300,2026-05-25 10:00:00
SRV_1023,Chennai,74.3,,1787,2026-05-27 01:23:00
SRV_1024,Mumbai,150.0,,1685,2026-05-27 01:24:00
SRV_1025,Hyderabad,79.61,,1622,2026-05-27 01:25:00
SRV_1026,Hyderabad,37.52,3.0,732,2026-05-27 01:26:00
SRV_1027,Bangalore,91.24,8.0,1636,2026-05-27 01:27:00
SRV_1028,Mumbai,77.58,8.0,1376,2026-05-27 01:28:00
SRV_1029,Bangalore,96.9,,533,2026-05-27 01:29:00
SRV_1030,Mumbai,53.03,4.0,695,2026-05-27 01:30:00
SRV_1031,Mumbai,86.42,,485,2026-05-27 01:31:00
SRV_1032,Pune,91.37,4.0,1560,2026-05-27 01:32:00
SRV_1033,Hyderabad,33.2,,202,INVALID_DATE
SRV_1034,Pune,78.41,,700,2026-05-27 01:34:00
SRV_1035,Bangalore,51.97,3.0,75,2026-05-27 01:35:00
SRV_1036,Hyderabad,50.61,0.0,402,2026-05-27 01:36:00
SRV_1037,Mumbai,21.7,,83,2026-05-27 01:37:00
SRV_1038,Delhi,97.38,3.0,1771,2026-05-27 01:38:00
SRV_1039,Bangalore,82.58,8.0,229,2026-05-27 01:39:00
SRV_1040,Delhi,22.56,,632,2026-05-27 01:40:00
SRV_1041,Hyderabad,94.01,,1681,2026-05-27 01:41:00
SRV_1042,Delhi,33.44,3.0,1548,2026-05-27 01:42:00
SRV_1043,Chennai,59.57,2.0,815,2026-05-27 01:43:00
SRV_1044,Hyderabad,81.58,,1181,2026-05-27 01:44:00
SRV_1045,Pune,43.67,,877,2026-05-27 01:45:00
SRV_1046,Mumbai,86.29,,252,INVALID_DATE
SRV_1047,Delhi,39.92,,204,2026-05-27 01:47:00
SRV_1048,Pune,98.79,,289,2026-05-27 01:48:00
SRV_1049,Chennai,42.65,6.0,1264,2026-05-27 01:49:00
SRV_1050,Bangalore,71.83,1.0,1248,2026-05-27 01:50:00
SRV_1051,Chennai,26.49,1.0,1147,2026-05-27 01:51:00
SRV_1052,Delhi,150.0,6.0,1589,2026-05-27 01:52:00
SRV_1053,Delhi,23.68,,199,2026-05-24 10:00:00
SRV_1054,Pune,49.17,5.0,1156,2026-05-27 01:54:00
SRV_1055,Bangalore,84.38,8.0,294,2026-05-27 01:55:00
SRV_1056,Delhi,85.25,,571,2026-05-27 01:56:00
SRV_1057,Bangalore,46.38,1.0,810,2026-05-27 01:57:00
SRV_1058,Hyderabad,150.0,,123,2026-05-27 01:58:00
SRV_1059,Hyderabad,40.56,3.0,734,2026-05-27 01:59:00
SRV_1060,Chennai,75.55,6.0,1786,2026-05-27 02:00:00
SRV_1061,Mumbai,,6.0,1640,2026-05-27 02:01:00
SRV_1062,Mumbai,47.18,7.0,796,2026-05-27 02:02:00
SRV_1063,Delhi,46.52,10.0,243,2026-05-27 02:03:00
SRV_1064,Mumbai,44.36,,947,2026-05-27 02:04:00
SRV_1065,Pune,23.47,,1791,2026-05-27 02:05:00
SRV_1066,Mumbai,101.0,3.0,1798,2026-05-23 10:00:00
SRV_1067,Pune,49.09,5.0,371,2026-05-27 02:07:00
SRV_1068,Pune,76.8,1.0,584,2026-05-27 02:08:00
SRV_1069,Mumbai,34.41,2.0,1071,2026-05-27 02:09:00
SRV_1070,Bangalore,53.04,0.0,1870,2026-05-27 02:10:00
SRV_1071,Pune,22.7,,1452,2026-05-27 02:11:00
SRV_1072,Mumbai,30.73,,1622,2026-05-27 02:12:00
SRV_1073,Hyderabad,60.44,,1811,2026-05-27 02:13:00
SRV_1074,Mumbai,55.73,,1074,2026-05-27 02:14:00
SRV_1075,Pune,60.69,4.0,1947,2026-05-27 02:15:00
SRV_1076,Hyderabad,45.29,,1375,2026-05-27 02:16:00
SRV_1077,Chennai,54.2,,698,INVALID_DATE
SRV_1078,Delhi,92.79,3.0,1198,2026-05-27 02:18:00
SRV_1079,Bangalore,86.78,,954,2026-05-27 02:19:00
SRV_1080,Pune,150.0,6.0,923,2026-05-27 02:20:00
SRV_1081,Mumbai,101.0,10.0,248,2026-05-27 02:21:00
SRV_1082,Pune,31.87,,393,2026-05-27 02:22:00
SRV_1083,Hyderabad,88.14,,529,2026-05-27 02:23:00
SRV_1084,Delhi,-10.0,,126,2026-05-27 02:24:00
SRV_1085,Mumbai,101.0,,676,2026-05-21 10:00:00
SRV_1086,Pune,48.01,,1544,2026-05-24 10:00:00
SRV_1087,Hyderabad,101.0,1.0,880,2026-05-27 02:27:00
SRV_1088,Hyderabad,-10.0,,498,2026-05-27 02:28:00
SRV_1089,Pune,50.4,,261,2026-05-27 02:29:00
SRV_1090,Bangalore,22.03,10.0,211,2026-05-27 02:30:00
SRV_1091,Hyderabad,88.67,9.0,277,2026-05-27 02:31:00
SRV_1092,Pune,34.57,9.0,1894,2026-05-27 02:32:00
SRV_1093,Hyderabad,55.24,,667,2026-05-27 02:33:00
SRV_1094,Bangalore,55.3,,85,2026-05-21 10:00:00
SRV_1095,Mumbai,95.38,,1944,2026-05-27 02:35:00
SRV_1096,Chennai,35.94,3.0,936,2026-05-27 02:36:00
SRV_1097,Bangalore,78.25,,703,2026-05-27 02:37:00
SRV_1098,Hyderabad,34.24,10.0,826,2026-05-27 02:38:00
SRV_1099,Mumbai,40.47,10.0,241,2026-05-27 02:39:00
SRV_1100,Delhi,63.27,,1071,2026-05-27 02:40:00
SRV_1101,Pune,46.2,,784,2026-05-27 02:41:00
SRV_1102,Chennai,44.17,2.0,1882,2026-05-27 02:42:00
SRV_1103,Hyderabad,39.57,,521,2026-05-27 02:43:00
SRV_1104,Pune,52.83,,1250,2026-05-27 02:44:00
SRV_1105,Mumbai,29.43,10.0,1951,2026-05-27 02:45:00
SRV_1106,Bangalore,22.91,,1979,2026-05-27 02:46:00
SRV_1107,Pune,74.11,8.0,1437,2026-05-27 02:47:00
SRV_1108,Chennai,21.83,6.0,1754,2026-05-27 02:48:00
SRV_1109,Mumbai,83.96,,1987,2026-05-27 02:49:00
SRV_1110,Bangalore,56.04,7.0,346,2026-05-27 02:50:00
SRV_1111,Chennai,-10.0,9.0,373,2026-05-27 02:51:00
SRV_1112,Pune,36.39,1.0,1029,2026-05-27 02:52:00
SRV_1113,Pune,47.49,,1539,2026-05-27 02:53:00
SRV_1114,Chennai,73.56,5.0,1184,2026-05-27 02:54:00
SRV_1115,Delhi,,,1345,2026-05-27 02:55:00
SRV_1116,Delhi,-10.0,,572,2026-05-27 02:56:00
SRV_1117,Bangalore,69.24,2.0,1098,2026-05-27 02:57:00
SRV_1118,Pune,78.79,4.0,641,2026-05-27 02:58:00
SRV_1119,Mumbai,66.45,9.0,1909,2026-05-27 02:59:00
SRV_1120,Hyderabad,74.97,0.0,1693,2026-05-27 03:00:00
SRV_1121,Bangalore,84.91,,1077,2026-05-27 03:01:00
SRV_1122,Mumbai,84.64,,349,INVALID_DATE
SRV_1123,Mumbai,49.6,8.0,104,2026-05-27 03:03:00
SRV_1124,Chennai,,,1803,2026-05-27 03:04:00
SRV_1125,Delhi,36.12,4.0,910,2026-05-27 03:05:00
SRV_1126,Hyderabad,150.0,,569,2026-05-27 03:06:00
SRV_1127,Bangalore,21.63,0.0,1897,2026-05-27 03:07:00
SRV_1128,Delhi,82.9,,1926,2026-05-27 03:08:00
SRV_1129,Hyderabad,101.0,1.0,1613,2026-05-27 03:09:00
SRV_1130,Chennai,37.98,,1344,2026-05-27 03:10:00
SRV_1131,Hyderabad,85.06,3.0,215,2026-05-27 03:11:00
SRV_1132,Delhi,77.26,7.0,650,2026-05-27 03:12:00
SRV_1133,Hyderabad,25.23,,846,2026-05-27 03:13:00
SRV_1134,Mumbai,46.22,8.0,1469,2026-05-27 03:14:00
SRV_1135,Chennai,33.65,3.0,322,2026-05-27 03:15:00
SRV_1136,Pune,21.62,,1998,INVALID_DATE
SRV_1137,Delhi,98.73,,889,INVALID_DATE
SRV_1138,Pune,57.22,0.0,832,2026-05-27 03:18:00
SRV_1139,Bangalore,20.42,,1803,2026-05-27 03:19:00
SRV_1140,Delhi,36.62,6.0,1034,2026-05-27 03:20:00
SRV_1141,Bangalore,-10.0,,1033,2026-05-27 03:21:00
SRV_1142,Delhi,80.07,1.0,653,2026-05-27 03:22:00
SRV_1143,Mumbai,56.81,8.0,662,2026-05-27 03:23:00
SRV_1144,Hyderabad,86.31,2.0,428,2026-05-27 03:24:00
SRV_1145,Chennai,59.63,5.0,1020,2026-05-27 03:25:00
SRV_1146,Chennai,150.0,1.0,461,2026-05-27 03:26:00
SRV_1147,Chennai,101.0,,1228,2026-05-27 03:27:00
SRV_1148,Delhi,38.0,,1131,2026-05-27 03:28:00
SRV_1149,Mumbai,26.34,0.0,1137,2026-05-27 03:29:00
SRV_1150,Pune,94.67,8.0,1185,2026-05-27 03:30:00
SRV_1151,Chennai,39.37,,265,2026-05-27 03:31:00
SRV_1152,Chennai,42.04,1.0,1154,2026-05-27 03:32:00
SRV_1153,Delhi,22.78,0.0,597,2026-05-27 03:33:00
SRV_1154,Chennai,41.38,,1845,2026-05-27 03:34:00
SRV_1155,Pune,22.87,,535,2026-05-27 03:35:00
SRV_1156,Delhi,78.6,0.0,524,2026-05-27 03:36:00
SRV_1157,Mumbai,80.06,,1697,2026-05-27 03:37:00
SRV_1158,Delhi,47.21,7.0,1513,2026-05-27 03:38:00
SRV_1159,Mumbai,22.08,3.0,821,2026-05-27 03:39:00
SRV_1160,Hyderabad,94.37,,1027,2026-05-27 03:40:00
SRV_1161,Hyderabad,66.41,0.0,1395,2026-05-27 03:41:00
SRV_1162,Bangalore,94.3,,756,2026-05-27 03:42:00
SRV_1163,Hyderabad,21.18,8.0,62,2026-05-27 03:43:00
SRV_1164,Mumbai,33.86,,949,2026-05-27 03:44:00
SRV_1165,Mumbai,20.5,,1914,2026-05-27 03:45:00
SRV_1166,Delhi,48.35,9.0,1673,2026-05-27 03:46:00
SRV_1167,Chennai,52.18,,236,2026-05-27 03:47:00
SRV_1168,Mumbai,58.73,,1848,2026-05-27 03:48:00
SRV_1169,Delhi,67.23,,343,2026-05-27 03:49:00
SRV_1170,Mumbai,42.59,1.0,231,2026-05-27 03:50:00
SRV_1171,Pune,33.43,,1479,2026-05-27 03:51:00
SRV_1172,Delhi,-10.0,,703,2026-05-27 03:52:00
SRV_1173,Pune,94.45,,382,2026-05-27 03:53:00
SRV_1174,Mumbai,58.32,7.0,135,2026-05-27 03:54:00
SRV_1175,Bangalore,-10.0,,127,2026-05-27 03:55:00
SRV_1176,Delhi,58.59,,1708,2026-05-27 03:56:00
SRV_1177,Delhi,94.22,,822,2026-05-27 03:57:00
SRV_1178,Chennai,55.18,,364,2026-05-27 03:58:00
SRV_1179,Hyderabad,78.49,2.0,1807,2026-05-27 03:59:00
SRV_1180,Bangalore,57.36,0.0,1781,2026-05-27 04:00:00
SRV_1181,Pune,78.41,4.0,1617,2026-05-27 04:01:00
SRV_1182,Bangalore,51.58,7.0,1156,2026-05-27 04:02:00
SRV_1183,Chennai,-10.0,,704,2026-05-25 10:00:00
SRV_1184,Mumbai,41.33,,429,2026-05-27 04:04:00
SRV_1185,Delhi,21.62,,1903,2026-05-27 04:05:00
SRV_1186,Hyderabad,,8.0,1711,2026-05-27 04:06:00
SRV_1187,Chennai,64.31,7.0,1014,2026-05-27 04:07:00
SRV_1188,Bangalore,59.27,3.0,1604,2026-05-27 04:08:00
SRV_1189,Bangalore,66.39,,103,2026-05-27 04:09:00
SRV_1190,Hyderabad,55.49,,104,2026-05-27 04:10:00
SRV_1191,Chennai,47.84,8.0,1157,2026-05-27 04:11:00
SRV_1192,Chennai,101.0,0.0,440,2026-05-27 04:12:00
SRV_1193,Pune,61.16,,1094,2026-05-27 04:13:00
SRV_1194,Pune,55.42,,1964,2026-05-27 04:14:00
SRV_1195,Mumbai,27.95,,1472,2026-05-27 04:15:00
SRV_1196,Chennai,90.17,,1737,2026-05-27 04:16:00
SRV_1197,Mumbai,26.99,,1829,2026-05-27 04:17:00
SRV_1198,Delhi,65.62,,880,2026-05-27 04:18:00
SRV_1199,Delhi,75.42,4.0,1830,2026-05-27 04:19:00
SRV_1200,Delhi,82.56,,544,2026-05-27 04:20:00
SRV_1201,Chennai,56.77,5.0,553,2026-05-27 04:21:00
SRV_1202,Bangalore,49.37,1.0,1735,2026-05-22 10:00:00
SRV_1203,Mumbai,82.2,,197,2026-05-27 04:23:00
SRV_1204,Bangalore,67.2,,1846,2026-05-27 04:24:00
SRV_1205,Bangalore,150.0,2.0,897,2026-05-27 04:25:00
SRV_1206,Hyderabad,101.0,9.0,489,2026-05-27 04:26:00
SRV_1207,Hyderabad,78.4,7.0,1858,2026-05-27 04:27:00
SRV_1208,Delhi,150.0,8.0,229,2026-05-27 04:28:00
SRV_1209,Bangalore,78.55,,733,2026-05-27 04:29:00
SRV_1210,Delhi,42.15,2.0,526,2026-05-27 04:30:00
SRV_1211,Bangalore,42.87,,840,2026-05-27 04:31:00
SRV_1212,Hyderabad,20.4,,1183,2026-05-27 04:32:00
SRV_1213,Chennai,55.37,,109,2026-05-27 04:33:00
SRV_1214,Hyderabad,52.36,,555,2026-05-27 04:34:00
SRV_1215,Mumbai,58.34,,167,2026-05-27 04:35:00
SRV_1216,Delhi,90.71,6.0,77,2026-05-27 04:36:00
SRV_1217,Mumbai,58.6,1.0,1704,2026-05-27 04:37:00
SRV_1218,Bangalore,20.91,,912,2026-05-27 04:38:00
SRV_1219,Mumbai,,,1529,INVALID_DATE
SRV_1220,Hyderabad,39.82,,277,2026-05-27 04:40:00
SRV_1221,Hyderabad,33.28,,1847,2026-05-27 04:41:00
SRV_1222,Mumbai,91.29,,1512,2026-05-27 04:42:00
SRV_1223,Hyderabad,150.0,,1793,2026-05-27 04:43:00
SRV_1224,Pune,56.49,9.0,1706,2026-05-27 04:44:00
SRV_1225,Pune,31.91,0.0,1595,2026-05-27 04:45:00
SRV_1226,Delhi,53.73,5.0,1829,2026-05-27 04:46:00
SRV_1227,Hyderabad,62.25,5.0,1828,INVALID_DATE
SRV_1228,Mumbai,44.14,,1931,2026-05-27 04:48:00
SRV_1229,Hyderabad,33.08,,487,2026-05-27 04:49:00
SRV_1230,Delhi,57.64,,1975,2026-05-27 04:50:00
SRV_1231,Delhi,58.97,,1889,2026-05-27 04:51:00
SRV_1232,Bangalore,56.31,,861,2026-05-27 04:52:00
SRV_1233,Pune,70.92,,286,2026-05-27 04:53:00
SRV_1234,Mumbai,74.13,0.0,855,2026-05-27 04:54:00
SRV_1235,Hyderabad,62.46,3.0,638,2026-05-27 04:55:00
SRV_1236,Chennai,42.06,,61,2026-05-27 04:56:00
SRV_1237,Hyderabad,81.56,,1046,2026-05-27 04:57:00
SRV_1238,Bangalore,150.0,7.0,705,2026-05-27 04:58:00
SRV_1239,Delhi,48.16,5.0,522,2026-05-27 04:59:00
SRV_1240,Bangalore,23.08,,1798,2026-05-27 05:00:00
SRV_1241,Bangalore,33.6,,1369,2026-05-27 05:01:00
SRV_1242,Mumbai,35.38,2.0,262,2026-05-27 05:02:00
SRV_1243,Bangalore,21.31,,1990,2026-05-27 05:03:00
SRV_1244,Bangalore,48.66,10.0,1783,2026-05-24 10:00:00
SRV_1245,Hyderabad,74.23,,1484,2026-05-27 05:05:00
SRV_1246,Pune,95.93,1.0,2000,2026-05-27 05:06:00
SRV_1247,Hyderabad,85.46,,1420,2026-05-27 05:07:00
SRV_1248,Delhi,72.34,,1723,2026-05-27 05:08:00
SRV_1249,Pune,68.01,2.0,1185,2026-05-27 05:09:00
SRV_1250,Mumbai,90.66,,1708,2026-05-27 05:10:00
SRV_1251,Mumbai,83.33,5.0,1238,2026-05-27 05:11:00
SRV_1252,Bangalore,61.7,5.0,1175,2026-05-27 05:12:00
SRV_1253,Mumbai,86.91,7.0,1071,2026-05-27 05:13:00
SRV_1254,Hyderabad,43.94,,1777,2026-05-27 05:14:00
SRV_1255,Hyderabad,55.53,9.0,1837,2026-05-27 05:15:00
SRV_1256,Hyderabad,38.88,,780,2026-05-27 05:16:00
SRV_1257,Pune,63.4,,351,2026-05-27 05:17:00
SRV_1258,Delhi,89.68,2.0,616,2026-05-27 05:18:00
SRV_1259,Mumbai,20.97,,672,2026-05-27 05:19:00
SRV_1260,Pune,150.0,10.0,227,2026-05-27 05:20:00
SRV_1261,Pune,55.27,,65,2026-05-27 05:21:00
SRV_1262,Bangalore,150.0,,176,2026-05-27 05:22:00
SRV_1263,Pune,,,497,2026-05-27 05:23:00
SRV_1264,Chennai,58.97,,799,2026-05-27 05:24:00
SRV_1265,Delhi,27.28,4.0,723,2026-05-27 05:25:00
SRV_1266,Delhi,,,238,2026-05-27 05:26:00
SRV_1267,Chennai,78.36,,1313,2026-05-27 05:27:00
SRV_1268,Hyderabad,65.49,10.0,442,2026-05-27 05:28:00
SRV_1269,Hyderabad,43.35,4.0,1307,2026-05-27 05:29:00
SRV_1270,Chennai,20.33,,1662,2026-05-27 05:30:00
SRV_1271,Bangalore,83.8,5.0,1272,2026-05-27 05:31:00
SRV_1272,Delhi,29.53,,1075,2026-05-27 05:32:00
SRV_1273,Delhi,150.0,,383,2026-05-27 05:33:00
SRV_1274,Bangalore,34.76,,1974,2026-05-27 05:34:00
SRV_1275,Bangalore,78.75,5.0,73,2026-05-27 05:35:00
SRV_1276,Mumbai,,10.0,432,2026-05-27 05:36:00
SRV_1277,Hyderabad,83.41,,1924,2026-05-27 05:37:00
SRV_1278,Chennai,28.15,,922,2026-05-27 05:38:00
SRV_1279,Mumbai,47.52,,1184,2026-05-22 10:00:00
SRV_1280,Hyderabad,71.47,5.0,1033,2026-05-21 10:00:00
SRV_1281,Hyderabad,,,847,2026-05-27 05:41:00
SRV_1282,Chennai,,5.0,660,2026-05-27 05:42:00
SRV_1283,Chennai,55.0,5.0,901,2026-05-27 05:43:00
SRV_1284,Chennai,56.09,0.0,1660,2026-05-27 05:44:00
SRV_1285,Bangalore,150.0,0.0,1370,2026-05-27 05:45:00
SRV_1286,Pune,74.65,1.0,1660,2026-05-27 05:46:00
SRV_1287,Chennai,84.24,,192,2026-05-27 05:47:00
SRV_1288,Mumbai,96.77,10.0,510,2026-05-27 05:48:00
SRV_1289,Bangalore,76.37,9.0,417,2026-05-27 05:49:00
SRV_1290,Pune,55.02,3.0,1761,2026-05-27 05:50:00
SRV_1291,Hyderabad,150.0,4.0,1474,2026-05-27 05:51:00
SRV_1292,Pune,66.86,,1252,2026-05-27 05:52:00
SRV_1293,Mumbai,45.99,,1942,2026-05-27 05:53:00
SRV_1294,Chennai,55.16,,1412,2026-05-22 10:00:00
SRV_1295,Pune,75.63,0.0,857,2026-05-27 05:55:00
SRV_1296,Hyderabad,28.53,,1283,2026-05-27 05:56:00
SRV_1297,Chennai,92.52,10.0,345,2026-05-27 05:57:00
SRV_1298,Delhi,27.37,5.0,1746,2026-05-27 05:58:00
SRV_1299,Mumbai,24.16,5.0,99,2026-05-27 05:59:00
SRV_100,Delhi,42.38,,887,2026-05-26 10:00:00
SRV_101,Chennai,36.68,,1270,2026-05-26 10:01:00
SRV_102,Hyderabad,150.0,4.0,685,2026-05-24 10:00:00
SRV_103,Chennai,29.42,,1408,INVALID_DATE
SRV_104,Chennai,53.77,,1302,2026-05-26 10:04:00
SRV_105,Pune,48.18,5.0,1310,2026-05-26 10:05:00
SRV_106,Bangalore,82.39,,1296,2026-05-26 10:06:00
SRV_107,Hyderabad,33.27,,275,2026-05-26 10:07:00
SRV_108,Bangalore,69.19,0.0,1099,2026-05-26 10:08:00
SRV_109,Bangalore,83.49,,604,2026-05-26 10:09:00
SRV_110,Bangalore,48.54,6.0,420,2026-05-26 10:10:00
SRV_111,Chennai,94.24,10.0,1076,2026-05-26 10:11:00
SRV_112,Mumbai,43.45,,1444,2026-05-26 10:12:00
SRV_113,Pune,-10.0,10.0,1182,2026-05-26 10:13:00
SRV_114,Chennai,42.99,0.0,1874,2026-05-26 10:14:00
SRV_115,Delhi,59.8,,125,2026-05-26 10:15:00
SRV_116,Hyderabad,24.95,2.0,920,2026-05-26 10:16:00
SRV_117,Bangalore,33.83,,1729,2026-05-26 10:17:00
SRV_118,Chennai,-10.0,,222,2026-05-26 10:18:00
SRV_119,Bangalore,68.48,,1126,2026-05-26 10:19:00
SRV_120,Hyderabad,87.75,,370,2026-05-26 10:20:00
SRV_121,Bangalore,26.52,,1768,2026-05-26 10:21:00
SRV_122,Hyderabad,101.0,9.0,1064,2026-05-26 10:22:00
SRV_123,Chennai,97.02,,1147,2026-05-26 10:23:00
SRV_124,Delhi,150.0,5.0,356,2026-05-26 10:24:00
